review_id,hotel_id,hotel_name,area,source_platform,source_rating,source_rating_max,rating_5_scale,review_title,review_text,review_date_raw,stay_date_raw,traveler_type,room_type,reviewer_location,value_rating,rooms_rating,location_rating,cleanliness_rating,service_rating,source_url,collected_at
226,BOD043,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,google_travel,5.0,5.0,5.0,,Hazal hanım çok ilgili ve güzel bir kahvaltı hizmeti verdi. Her şey zamanında ve lezziz geldi. Çok tessekur ederiz.,Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgoInJap_Zjz_rc_EAE,
227,BOD043,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,google_travel,5.0,5.0,5.0,,"Konum itibariyle çok güzel bir yerde👌 Kahvaltı ve içecekler tatmin edici Odalar ferah ,temiz ve kullanışlı🤗 Plaj ve Spa hizmetlerini çok beğendim .🌺🌺🥰
Kat görevlilerine ,resepsiyon ,plaj, spa
restoran kısaca tüm çalışanlara güleryüzlü ve nazik tavırları için teşekkür ediyoruz👏💐",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgoInJap_Zjz_rc_EAE,
228,BOD043,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,google_travel,5.0,5.0,5.0,,"Otelin konumu, deniz ve hizmetler cok iyi. Sabah kahvaltısı özellikle cok guzel. Garsonumuz Umut bey özellikle cok ilgili ve kibar idi hersey icin ona tesekkurler",Google üzerinde 3 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgoInJap_Zjz_rc_EAE,
229,BOD043,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,google_travel,5.0,5.0,5.0,,"Odalardan yemeklerine, çalışanlarından hizmetine her şey çok güzeldi. Bizim için gerçekten çok keyifli bir tatil oldu herkese tavsiye ederim.",Google üzerinde 7 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/CgoInJap_Zjz_rc_EAE,
230,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,1.0,5.0,1.0,,"Bir yıl boyunca yaz tatilini bekleyip büyük bir heyecanla tercih ettiğimiz bu otelden maalesef sadece 2. günün sonunda ayrılmak zorunda kaldık.
Otelin konumu ve yemeklerinin lezzeti gerçekten başarılıydı. Ancak bu olumlu yönler, yaşadığımız yoğunluk nedeniyle ne yazık ki gölgede kaldı. Yemek alabilmek ayrı, aldığınız yemeği yiyebilmek ise ayrı bir mücadeleydi. Sürekli boş masa beklemek, ardından masaların temizlenmesini beklemek zorunda kalıyorduk. Bu durum yemeklerin keyfini tamamen kaçırdı.
Plaj ve havuz tarafında da benzer bir sorun vardı. Üç farklı şezlong alanının tamamı günün her saati doluydu. Bir şezlongu üç kişi kullanmak zorunda kaldık. Bir gün görevlinin bize ayarladığı şezlonga, bizden önce oturan misafirlerle tartışma yaşamak zorunda kaldık. Tatilde dinlenmek yerine sürekli yer aramak ve stres yaşamak gerçekten üzücüydü.
Kısacası otelin, kapasitesinin üzerinde misafir kabul ettiği izlenimini edindik. Konuştuğumuz birçok misafir de aynı konudan şikâyetçiydi.
Bir yıl boyunca beklediğimiz tatilimiz, dinlenmek yerine hayal kırıklığıyla sonuçlandı. Bu nedenle tatilimizin henüz ikinci gününde otelden ayrılarak kalan günlerimizi butik bir otelde geçirmek zorunda kaldık.
Umarım işletme, özellikle misafir kapasitesi ve ortak alan yönetimi konusunda gerekli iyileştirmeleri yapar. Çünkü bu haliyle, konumu ve yemekleri ne kadar başarılı olursa olsun yaşanan yoğunluk tüm tatil deneyimini olumsuz etkiliyor.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
231,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,2.0,5.0,2.0,,"3 gece 4 günlük konaklama için burayı tercih ettik. Biraz son dakika olduğundan otellerde yer bulmak zordu. Tatilsepeti üzerinden yaptığımız rezervasyonda deniz manzaralı oda için rezervasyon yaptık. Otele geç saatte giriş yaptığımızda bizi kalacağımız odaya götürdüler. Denizi görmek için zıplamak gerekiyordu. İtiraz edince gerçekten deniz gören bir odaya yerleştirdiler. Madem bu oda vardı neden bize gece gece sorun çıkartıyorsunuz.
Oda eski duruyor. Banyo desen bi farkı yok. Yenilemeye ihtiyacı var. 5 yıldızlı otel standartında olmadığı kesin. Daha önce deneyimlememiş olsak burada verilen odanın 5 yıldız olduğuna inanacağız.
Yemekler fena değil. Ancak kahvaltıda verdikleri peynirler kaç günlükse buzdolabından çıktığı gibi getirmişler. Yani günlük kesilmiş değil. Hepsi birbirine yapışık. Servis yapan eleman sayısı çok çok az. Bir şeyi istemektense kendin yapacaksın. Çatal bıçaklara dikkat edin. Genellikle kirli. Bardaklar deseniz nasıl yıkandıkları meçhul. Her seferinde yenisini istemek zorunda kaldık. Masalar temizlenmiyor. Tabaklar zamanında toplanmıyor.
Barlarda ultra herşey dahil değil. Yerli içkiler dahil diyor. Şişe de eyes istiyorsun o paralı diyor. Efes ne zaman yabancı oldu haberim yok. Mojito istiyorsun sana naneli vodka veriyor. Bilmiyorsan yok de. Varsa o zaman doğrusunu yap.
Çalışanların çok ilgili olduklarını söylemek zor.
Otelin tek iyi yanı konumu. Muhtemelen bu sebepten tercih ediliyor. Ama ben bir daha gelmem.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
232,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,4.0,5.0,4.0,,"Ailemle birlikte 30 Haziran-5 Temmuz tarihleri arasında 2 yetişkin bir bebek şeklinde konakladık. Otel Rezervasyonu yapılırken bebekten dolayı ortak alanlara yakın oda ve oda içerisinde bebek yatağı olmasını istemiştik.
Otele geldiğimizde ortak alanlardaki odaların çok ses aldığını bu sebepten lobby yakını bir oda vereceklerini söylediler. Oda geniş ve güzeldi fakat plaja gitmek için 3 asansör ve yaklaşık 400 metre mesafe yürümemiz gerekti. Ayrıca resepsiyondaki görevliye ve bellboy’a tekrar bebek yatağı hatırlatmasını yapmamıza rağmen bir geri dönüş olmadı.
Otelin konumu ve manzarası çok güzel, özellikle lobbydeki balkonda oturup içeceğinizi yudumlayıp manzarayı izlemek çok keyifliydi.
Plaj ve havuz imkanları oldukça yeterli boş şezlong sürekli mevcut, plajı zaten Bodrum’un simge yerlerinden Bardakçı Koyu, çocuklar için uygun sığ,kum ve tertemiz, havuzda tertemiz her gün temizlendiğini gözümüzle gördük.
Kahvaltı,Öğle yemeği ve akşam yemeğinde menü bazen kendini tekrarlasada et, balık, tavuk veya vejeteryan herkese hitap eden, lezzetli menüleriyle en azından bizi tatmin etti.
Lobby bar, pool bar ve beach bar’da istediğiniz içeceğe vs kolayca ulaşıyorsunuz çalışan arkadaşlar hızlı ve güleryüzlü,
Snack restoran ve dondurma standında çalışan personel isteksiz ve tavırları can sıkıcı o sebepten en fazla 2 kez ziyaret ettik.
Odalar hergün temizleniyor ve kaldığımız süre boyunca temizlik konusunda herhangi bir sorun yaşamadık.
Salmakis bundan sonraki tatil seçeneklerimiz arasında her zaman bir alternatif olacak, özetle olumsuzluklara rağmen memnuniyetle ayrıldık.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
233,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,5.0,5.0,5.0,,19–24 temmuz arası otelde kaldık|Tüm personel güleryüzlü ve yardım sever ana restorant Enes bey ve snack bar Bus hanıma ayrıca teşekkür ederim |denizi dalgasız sığ ve berrak çok güzel akvaryum gibi bayağı ileri gidince derinleşiyor ayrıca …,Tripadvisor üzerinde 4 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
234,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,1.0,5.0,1.0,,"Kesinlikle tavsiye etmiyorum ! 5 gündür konaklamamız devam ediyor , şu an hala oteldeyiz . Yemekler rezalet , kahvaltıda domates bitti daha yok dediler , öğlen yemekleri bir önceki günün akşam yemeği. Sakın ha çocukla gelmeyin , mini klüp var yazıyo ama çocuklarla ilgilenen yok. Animasyon keza aynısı , otelin eğlence anlayışı sadece su topundan ibaret. Asıl önemlisi temizlik berbat , ortak alan tuvaletleri içler acısı, otelin genelinde hijyen sıfır. Yüzbin ₺ üzeri fiyatı var ama genel kalitesi 10bin₺ anca eder. 5 yıldız verenler muhtemelen otel personelidir, yüksek puanlı yorumlara aldanmayın çok iyi araştırın.",Google üzerinde 3 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
235,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,5.0,5.0,5.0,,"Konaklamamız boyunca otelden oldukça memnun kaldık. Odalar temiz ve düzenliydi, personel her konuda ilgili ve güler yüzlüydü. Yemekler çeşitli ve lezzetliydi, ortak alanlar ise bakımlı ve keyifli vakit geçirmeye uygundu.
Özellikle animasyon ekibi tatilimizi unutulmaz hale getirdi. Gün boyu düzenlenen aktiviteler ve akşam gösterileri son derece eğlenceli ve profesyoneldi. Animasyon ekibinden Yunus’un enerjisi, misafirlerle olan samimi iletişimi ve eğlenceye kattığı pozitif atmosfer gerçekten takdire şayandı. Yunus sayesinde etkinliklere katılmak çok daha keyifli hale geldi ve tatilimiz çok daha güzel geçti. Eğlence dolu ve kaliteli bir tatil geçirmek isteyenlere gönül rahatlığıyla tavsiye ederiz.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
236,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,5.0,5.0,5.0,,"Kız arkadaşımla 5 gece konakladık ve genel olarak beğendik. Yemek çeşidi çok fazla değil ama lezzetleri güzeldi. Deniz manzaralı odaların manzarası çok güzel. Plajı biraz küçük ama denizi güzeldi. Otel eski olsa da bakımlı ve çalışanlar ilgiliydi. Animasyon ve eğlence açısından biraz zayıf ama zaten öyle bir beklentimiz yoktu. Deniz, güzel yemek, kafa dinleme tatili isteyenler için güzel bir otel.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
237,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,3.0,5.0,3.0,,"🔺🔺🔺🔺🔺🔺YORUM UZUN OLACAK AMA OBJEKTİF ŞEKİLDE YORUMLADIM . EN BAŞINDA REZERVASYON YAPARKEN BU TARZ BİR YORUM GELSEYDİ DEĞERLENDİRMEM ÇOK FARKLI OLURDU SİZE DE YARDIMCI OLMAK İSTEDİM BÜTÜN DETAYLARIYLA.🔺🔺🔺🔺🔺🔺
.🔺 HAVUZ : otelin kapasitesine göre çok yetersiz alanı yani en önemlisi görselini ekledim kediler hep havuzun etrafında ve havuz suyundan içip en kötüsü gideceğimiz gün şahit olduk keşke görmeseydik ama bu çok önemli kedi havuza dışkısını yaptı tam merdivenle iniş kısmında yani bu bütün herkesin sağlığını etkileyecek çok önemli bir sorun bunu asla kabul edemiyorum !!!! Ve tabiki havlu konusu , havlu kartı var herkesin ve o kartı vermeden havlu alamıyorsun eşim havlu almaya gittiğinde şu cevabı aldı ‘şansına son 1 tane kaldı ‘ bunu kabul etmiyoruz ya bu kapasiteye sahip olan bir otel şansımıza mı havlu verecek böyle bir sorumsuzluğu kabul etmiyoruz !!!🔺DENİZ : yosunlu plajı berbat kimse kesinlikle gelip bir şey ister misiniz diye sormadı rastgele önümüzden geçen görevliden bir şey istediğimizde verdiği cevap ben güvenliğim biri gelir şimdi diyip bize asla yardım etmedi be güvenlik değildi kendisi . Boş boş gezip insanlarla konuşuyor sohbet ediyor ama kimseye bir faydası yok !! Çok pisti kumlar berbattı . Denizdeki kayalıklar ve yosunlar temizlenmişti yan otelin denizin baktık tertemizdi çok rahat yüzebilirsiniz ama Salmakis önünde girseniz ayaklarınızı parçalayabilir !",Google üzerinde 3 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
238,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,5.0,5.0,5.0,,"Haziran ayının ilk haftası arkadaşımla konakladık. Uçağımız gece olduğu için check-in işlemleri için lobide misafir edildik ve gayet güzel ağırlandık. Daha odalarımız hazırlanmadan otel imkanlarından faydalanma fırsatımız oldu. Genel olarak çalışanların tutumları güzeldi. Hem lobi hem de bazı odalarda mükemmel deniz manzaraları mevcut. Otel konumu itibariyle denize sıfır bir tesis diyebiliriz. Mimari açıdan gayet ferah ve geniş. Odanızdan otel içindeki her alana ulaşımınız kolay, tabelalar ile gerekli yönlendirmeler yapılmış. Birçok yerde asansör imkanı sunulmuş. Temizlik olarak genel olarak temizdi, ancak banyo gibi özel alanları daha detaylı temizlenmesini isterdim. Ayrıca klozet kullanımında hijyen açısından ""klozet kapağı örtüsü"" olmasını isterdim. Minibar içeceklerle doldurulmuş ve gayet yeterliydi. Ekstra olarak yenilebilir bir şeyler eklenmesini isterdim. Balkon-klima otomasyonu çok güzel olmuş; balkon kapısı kapatılınca klima otomatik açılıyor, kapı açılınca klima otomatik kapanıyor. Oda servisi konusunda pek emin değilim ancak yine de güzeldi diyebilirim. Resepsiyon hızlı ancak odaya servisin yapılması biraz zaman alıyor. Fotoğraf çekilebilecek manzaraya sahip yerler bulunuyor. Animatör arkadaşlarda çok ilgiliydi, sosyalliği ve eğlenceyi gayet diri tuttular. 2 arkadaş olarak 3 gece 4 gün konakladık. Rahatsızlık verdiysek affola, emeği geçen herkese teşekkür ediyorum :)",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
239,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,5.0,5.0,5.0,,"Otelden genel olarak çok memnun kaldık. Odalar temiz ve konforluydu, yemekler çeşitli ve lezzetliydi. Tüm personel güler yüzlü ve ilgiliydi. Özellikle animasyon ekibi tatilimizi çok daha keyifli hale getirdi. Yunus’un enerjisi, samimiyeti ve misafirlerle tek tek ilgilenmesi gerçekten harikaydı. Gün boyu düzenlenen aktiviteler ve akşam şovları sayesinde hiç sıkılmadık. Emeği geçen tüm ekibe, özellikle de Yunus’a çok teşekkür ederiz. İlk fırsatta tekrar gelmeyi düşünüyoruz. 🌴☀️😊",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
240,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,4.0,5.0,4.0,,Otelde 4 gece 5 gün konakladık. Otel havaalanına 50 dk falan mesafede Bodrum kalesine falan çok çok yakın merkeze yakın yani. Plajı kum ve harikaydı suyu çok serindi ve dalgasızdı. Otelin odalarını biz beğendik ama temizlik konusunda biraz … Devamı,Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
241,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,5.0,5.0,5.0,,Otel ulaşım olarak güzel yerde sorun yaşamadan ulaşımı gerçekleştirdik. Odalar ise kimi yenilenmiş şekilde kimisi ise eski artık şansınıza hangisi denk gelirse. Yemekler güzel çeşit fazla ve kaliteliydi herhangi bir sağlık problemi … Devamı,Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
242,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,5.0,5.0,5.0,,"eşimle 3 gün konakladık.Yorumları okduğumda alternafif otellere bakmaya karar verdim ets tur müşteri hizmtlerini aradım 3 otel arasında kalmıştım sağolsunlar çok ilgilendiler deniz,yemekler konusunda bu otelin daha iyi olduğunu belirttiler … Devamı",Google üzerinde 3 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
243,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,1.0,5.0,1.0,,"19 Haziran giriş – 21 Haziran çıkış
A Milli Takım maçını izleyip sabaha kadar keyifli vakit geçirmek amacıyla … Devamı",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
244,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,2.0,5.0,2.0,,Yaptığım diğer yorum anlamlanlandıramadığım şekilde kaldırılmış. Olumlu yorumların çoğunu animasyon ekibi rica edip kendileri yapıyor. Bizzat bizdende kendileri de yorum yapmak için telefonumuzu talep ettiler ama biz daha sonra yapacağımızı … Devamı,Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
245,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,5.0,5.0,5.0,,"Otelin konumu, denizi bir muhteşem! Yemekleri gayet yeterliydi. Özellikle Bodrum esintisini hissettiğimiz bir deneyim yaşadık. Odamizla bizzat ilgilenen Yavuz beye teşekkür ederiz. Havuz bardaki çalışan arkadaşların sürekli güler yüzlü hizmeti harikaydi. Tatilimizi güzelleştiren animasyon ekibine de ayrıca teşekkür ediyorum.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
246,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,3.0,5.0,3.0,,20-25 temmuz arasında ailemle konakladım. Direkt konuya girmem gerekirse bir daha gelirmiyim hayır. Neden hayır zayıf zayıf zayıf herşey zayıf . …,Tripadvisor üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
247,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,1.0,5.0,1.0,,"12–14 Temmuz tarihleri arasında iki kişi, deniz manzaralı odada Ultra her şey dahil konseptiyle Salmakis Resort & Spa’da konakladık. …",Tripadvisor üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
248,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,4.0,5.0,4.0,,"Ultra herşey dahil konakladık, otelde plaj çok kötü denilmiş denize girenler balık var diyordu insanları çözemedim çok temiz bir denizdi, balıklar var ise temizdir değil mi? Bardakçı koyu çok güzel. Yemekler idare ederdi alkoller de iyiydi … Devamı",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
249,BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,5.0,5.0,5.0,,Yorumlara bakarak ve korkarak gittik ama kişinin beklentisine bağlıda olabilir öncelikle inanılmaz güleryüzlü bir personel odalar tertemiz ve ferah . Havuz ve deniz alanı çok iyi gayet yeterli . Yemeklerde çeşit çok olmayabilir ama çok … Devamı,Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,
250,BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google_travel,1.0,5.0,1.0,,Yetersiz bir sahil şeridine ve şezlong kapasitesine ( iskelesi dahil) olmasına rağmen. Dışarıdan gelgeç müşteri kapma odaklı bir işletme.Kaldığımız süre boyunca devamlı otel müşterisi olarak taciz altındaydık.havlularımızı ve eşyalarımızı devamlı yerlerden topladık.müşterilerin önünde müşterin eşyalarını toplaması için çalışanını azarlayan çok profesyonel bir yöneticileri var.Saat 18:00 dan sonra sahilde keyif yapamazsınız çünkü altınızdan şezlongunuzu ve üstünüzden şemşiyenizi çekip alıyorlar.Kısaca otel müşterisi nin memnuniyeti umurlarında değil.,Google üzerinde 3 hafta önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,
251,BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google_travel,5.0,5.0,5.0,,"Ailecek 3 kişi olarak 1 gece konaklama fırsatı bulduk ve genel olarak çok memnun ayrıldık. Tüm çalışanlar güler yüzlü, ilgili ve yardımseverdi. Havuzu da güzeldi ancak biz daha çok plajı tercih ettik; denizi ve ortamı gerçekten keyifliydi.
Tek olumsuz nokta, odamıza ek yatak olarak verilen çekyattı. Oldukça küçük, içe çökmüş ve rahatsız olduğu için konforlu bir uyku sağlayamadı. Bu konuda bir iyileştirme yapılırsa çok daha iyi olacaktır.
Bunun dışında her şey beklentimizin üzerindeydi. Personelin ilgisi ve tesisin genel atmosferi sayesinde güzel bir konaklama geçirdik. Teşekkür ederiz.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,
252,BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google_travel,5.0,5.0,5.0,,"Odaları ve tuvalet banyosu gayet geniş ve temiz. Çalışanlar güler yüzlü ve ilgililer. Havuzu büyük. Genel olarak otel çok hoşuma gitti,tekrar tatil için gideceğim.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,
253,BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google_travel,5.0,5.0,5.0,,"Kız arkadaşımla birlikte deluxe odada 3 gece kaldık,
Odalar çok temiz, havuz kullanımı aşırı keyifli, ve restoran olsun beach olsun vakit geçirmesi çok keyifli deneyimler kattı.
Tüm personellerin ilgisi çok mutlu etti.
Kesinlikle bir daha konaklamak isteriz.",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,
254,BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google_travel,5.0,5.0,5.0,,"Uzun zamandır Göltürkbükü'ne geldiğimde ilk tercih ettiğim yerlerden biri. Yıllardır aynı kaliteyi koruyor olması bence en büyük artısı. Ortamı çok keyifli, ne çok kalabalık ne de rahatsız edici bir havası var. Çalışanlar her zaman ilgili ve güler yüzlü, kendinizi gerçekten iyi hissediyorsunuz. Yemekleri de bugüne kadar hiç hayal kırıklığına uğratmadı. Hizmet kalitesi ve genel atmosferi sayesinde her yaz vaktimi en çok geçirdiğim yer diyebilirim. Gönül rahatlığıyla tavsiye edebileceğim, müdavimi olduğum nadir yerlerden biri Mana by Faros.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,
255,BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google_travel,5.0,5.0,5.0,,"Harika bir konumda, denize sıfır huzurlu bir otel deneyimi yaşadık. Odalar çok temiz ve düzenliydi, her detay özenle düşünülmüş. Kahvaltısı hem lezzetli hem de yeterince çeşitliydi, güne keyifli başlamamızı sağladı. En çok da çalışanların güler yüzü, kibarlığı ve ilgisi bizi memnun etti.",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,
256,BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google_travel,3.0,5.0,3.0,,Geçen sene 4 gece konakladık. Otelin beachi çok güzel. Çalışanlar çok ilgili. Ama maalesef odalarında hamam böceği var. Bu konuda yapacakları en fazla şey de sinek zehri temin etmek ne yazık ki. Böcekle de tatil yaparım derseniz iyi bir tercih,Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,
257,BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google_travel,5.0,5.0,5.0,,"Faros Hotel Türkbükü’nde geçirdiğimiz tatilden çok memnun ayrıldık.
Özellikle resepsiyonda görev yapan Nihal Hanım’a ilgisi, güler yüzü, profesyonelliği ve her konuda yardımcı olma çabası için ayrıca teşekkür etmek isterim. Daha otele ilk giriş anımızdan itibaren bizimle ilgilendi ve keyifli bir oda ayarladı.
Kahvaltı menüsü çok güzeldi ama akşam yemeği dahada iyileştirilebilir. Faros Hotel’i gönül rahatlığıyla tavsiye ediyorum. İlk fırsatta tekrar görüşmek dileğiyle.",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,
258,BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google_travel,5.0,5.0,5.0,,"Resepsiyondaki Nihal hanım önceliki olmak üzere tüm resepsiyonist, temizlikle ilgilenen arkadaşlar ve mutfak kısmına teşekkürler… otelinizin konumu, karşılanmamız, sahildeki platform, güvenlik ve tüm taleplerimizin karşılanması memnun edici, herkese çok teşekkürler:)",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,
259,BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google_travel,5.0,5.0,5.0,,"Otelinizde ki 4 günde kaldığımız oda, genişliği konforu, konumu tüm ihtiyaçlarımı karşılaması ,sahilde ki platformun mükemmel rahatlığı tatilimin çok güzel geçmesini sağladı. Bize bu rahatlığı sağlayan başta Nihal hanım olmak üzere ve tüm personelinize teşekkürler",Google üzerinde 2 ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,
260,BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google_travel,5.0,5.0,5.0,,"Havuzu ve güzel bi plajı olan butik bir otel kahvaltısı da çok güzeldi, kalabalıkta olmak istemeyen kafa dinleyip kendine reset atmak isteyenler için öneriyorum.",Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,
261,BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google_travel,5.0,5.0,5.0,,Bodrum’un kalınacak en güzel otellerinden birisi. Servis ekibi çok başarılı ve güler yüzlü. Kahvaltı oldukça zengin ve lezzetli malzemeler özenle seçilmiş. Herkesin eline sağlık.,Google üzerinde bir ay önce,,,,,,,,,,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,
