hotel_id,aspect,google_mention_rate,google_low_context_share,trip_mention_rate,trip_low_context_share,consistency
BOD073,RESERVATION,3.8,0.0,10.0,0.0,LOW_SUPPORT
BOD073,REFUND_PAYMENT,3.8,100.0,0.0,,LOW_SUPPORT
BOD073,MANAGEMENT,30.8,25.0,20.0,0.0,GOOGLE_ONLY_SIGNAL
BOD073,BAR_DRINKS,19.2,20.0,20.0,0.0,GOOGLE_ONLY_SIGNAL
BOD074,STAFF,14.3,0.0,33.3,0.0,GOOGLE_ONLY_SIGNAL
BOD074,CLEANLINESS,46.4,0.0,33.3,0.0,GOOGLE_ONLY_SIGNAL
BOD074,HYGIENE,3.6,0.0,0.0,,LOW_SUPPORT
BOD074,FOOD,7.1,0.0,0.0,,LOW_SUPPORT
BOD074,ROOM,32.1,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD074,BED_COMFORT,3.6,0.0,0.0,,LOW_SUPPORT
BOD074,BEACH_SEA,35.7,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD074,SERVICE,10.7,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD074,PRICE_VALUE,14.3,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD074,LOCATION,32.1,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD074,FACILITIES,7.1,0.0,0.0,,LOW_SUPPORT
BOD074,NOISE,3.6,0.0,0.0,,LOW_SUPPORT
BOD074,FAMILY_KIDS,7.1,0.0,0.0,,LOW_SUPPORT
BOD074,AIR_CONDITIONING,7.1,0.0,0.0,,LOW_SUPPORT
BOD074,RESERVATION,3.6,0.0,0.0,,LOW_SUPPORT
BOD074,REFUND_PAYMENT,3.6,0.0,0.0,,LOW_SUPPORT
BOD074,MANAGEMENT,25.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD074,COMMUNICATION,7.1,0.0,0.0,,LOW_SUPPORT
BOD074,BAR_DRINKS,10.7,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD086,STAFF,80.0,12.5,20.0,0.0,BOTH_SOURCE_SIGNAL
BOD086,CLEANLINESS,60.0,16.7,30.0,0.0,BOTH_SOURCE_SIGNAL
BOD086,FOOD,20.0,0.0,5.0,0.0,LOW_SUPPORT
BOD086,ROOM,50.0,20.0,10.0,0.0,GOOGLE_ONLY_SIGNAL
BOD086,BED_COMFORT,30.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD086,BEACH_SEA,40.0,25.0,15.0,0.0,BOTH_SOURCE_SIGNAL
BOD086,POOL,30.0,33.3,5.0,0.0,GOOGLE_ONLY_SIGNAL
BOD086,SERVICE,30.0,33.3,5.0,0.0,GOOGLE_ONLY_SIGNAL
BOD086,PRICE_VALUE,60.0,16.7,25.0,20.0,BOTH_SOURCE_SIGNAL
BOD086,LOCATION,50.0,20.0,15.0,0.0,BOTH_SOURCE_SIGNAL
BOD086,FACILITIES,50.0,20.0,15.0,33.3,BOTH_SOURCE_SIGNAL
BOD086,NOISE,30.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD086,FAMILY_KIDS,20.0,0.0,0.0,,LOW_SUPPORT
BOD086,ANIMATION_ENTERTAINMENT,0.0,,5.0,100.0,LOW_SUPPORT
BOD086,AIR_CONDITIONING,0.0,,5.0,0.0,LOW_SUPPORT
BOD086,CHECKIN_CHECKOUT,10.0,100.0,0.0,,LOW_SUPPORT
BOD086,RESERVATION,0.0,,5.0,100.0,LOW_SUPPORT
BOD086,REFUND_PAYMENT,0.0,,5.0,0.0,LOW_SUPPORT
BOD086,MANAGEMENT,10.0,0.0,0.0,,LOW_SUPPORT
BOD086,COMMUNICATION,40.0,25.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD086,BAR_DRINKS,20.0,50.0,20.0,50.0,TRIP_ONLY_SIGNAL
BOD088,STAFF,55.0,18.2,30.0,8.3,BOTH_SOURCE_SIGNAL
BOD088,CLEANLINESS,35.0,14.3,15.0,16.7,BOTH_SOURCE_SIGNAL
BOD088,HYGIENE,20.0,25.0,2.5,100.0,GOOGLE_ONLY_SIGNAL
BOD088,FOOD,60.0,33.3,12.5,0.0,BOTH_SOURCE_SIGNAL
BOD088,ROOM,70.0,28.6,25.0,20.0,BOTH_SOURCE_SIGNAL
BOD088,BED_COMFORT,15.0,33.3,2.5,0.0,GOOGLE_ONLY_SIGNAL
BOD088,BEACH_SEA,55.0,18.2,25.0,0.0,BOTH_SOURCE_SIGNAL
BOD088,POOL,15.0,33.3,10.0,0.0,BOTH_SOURCE_SIGNAL
BOD088,SERVICE,30.0,33.3,20.0,12.5,BOTH_SOURCE_SIGNAL
BOD088,PRICE_VALUE,20.0,50.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD088,LOCATION,30.0,33.3,15.0,0.0,BOTH_SOURCE_SIGNAL
BOD088,FACILITIES,25.0,40.0,17.5,0.0,BOTH_SOURCE_SIGNAL
BOD088,NOISE,30.0,0.0,12.5,0.0,BOTH_SOURCE_SIGNAL
BOD088,FAMILY_KIDS,20.0,25.0,10.0,0.0,BOTH_SOURCE_SIGNAL
BOD088,ANIMATION_ENTERTAINMENT,20.0,0.0,5.0,0.0,GOOGLE_ONLY_SIGNAL
BOD088,AIR_CONDITIONING,10.0,50.0,0.0,,LOW_SUPPORT
BOD088,CHECKIN_CHECKOUT,15.0,66.7,0.0,,GOOGLE_ONLY_SIGNAL
BOD088,RESERVATION,5.0,0.0,0.0,,LOW_SUPPORT
BOD088,REFUND_PAYMENT,5.0,100.0,0.0,,LOW_SUPPORT
BOD088,BAR_DRINKS,40.0,25.0,17.5,14.3,BOTH_SOURCE_SIGNAL
BOD089,STAFF,65.0,0.0,25.0,0.0,BOTH_SOURCE_SIGNAL
BOD089,CLEANLINESS,40.0,0.0,7.1,0.0,GOOGLE_ONLY_SIGNAL
BOD089,HYGIENE,5.0,100.0,0.0,,LOW_SUPPORT
BOD089,FOOD,50.0,10.0,17.9,0.0,BOTH_SOURCE_SIGNAL
BOD089,ROOM,60.0,16.7,10.7,0.0,BOTH_SOURCE_SIGNAL
BOD089,BED_COMFORT,20.0,0.0,3.6,0.0,GOOGLE_ONLY_SIGNAL
BOD089,BEACH_SEA,55.0,9.1,7.1,0.0,GOOGLE_ONLY_SIGNAL
BOD089,POOL,10.0,0.0,0.0,,LOW_SUPPORT
BOD089,SERVICE,35.0,0.0,7.1,0.0,GOOGLE_ONLY_SIGNAL
BOD089,PRICE_VALUE,30.0,16.7,7.1,0.0,GOOGLE_ONLY_SIGNAL
BOD089,LOCATION,40.0,0.0,10.7,0.0,BOTH_SOURCE_SIGNAL
BOD089,FACILITIES,20.0,25.0,25.0,0.0,BOTH_SOURCE_SIGNAL
BOD089,NOISE,30.0,16.7,7.1,0.0,GOOGLE_ONLY_SIGNAL
BOD089,FAMILY_KIDS,15.0,33.3,3.6,0.0,GOOGLE_ONLY_SIGNAL
BOD089,AIR_CONDITIONING,5.0,0.0,0.0,,LOW_SUPPORT
BOD089,CHECKIN_CHECKOUT,30.0,16.7,10.7,0.0,BOTH_SOURCE_SIGNAL
BOD089,RESERVATION,10.0,50.0,0.0,,LOW_SUPPORT
BOD089,REFUND_PAYMENT,15.0,66.7,0.0,,GOOGLE_ONLY_SIGNAL
BOD089,MANAGEMENT,5.0,0.0,3.6,0.0,LOW_SUPPORT
BOD089,BAR_DRINKS,25.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD090,STAFF,100.0,20.0,29.9,10.0,BOTH_SOURCE_SIGNAL
BOD090,CLEANLINESS,80.0,25.0,31.3,4.8,BOTH_SOURCE_SIGNAL
BOD090,HYGIENE,10.0,100.0,10.4,0.0,TRIP_ONLY_SIGNAL
BOD090,FOOD,80.0,25.0,19.4,23.1,BOTH_SOURCE_SIGNAL
BOD090,ROOM,70.0,28.6,32.8,13.6,BOTH_SOURCE_SIGNAL
BOD090,BED_COMFORT,20.0,0.0,11.9,12.5,TRIP_ONLY_SIGNAL
BOD090,BEACH_SEA,70.0,14.3,23.9,12.5,BOTH_SOURCE_SIGNAL
BOD090,POOL,20.0,50.0,3.0,0.0,LOW_SUPPORT
BOD090,SERVICE,20.0,50.0,10.4,28.6,TRIP_ONLY_SIGNAL
BOD090,PRICE_VALUE,40.0,50.0,10.4,14.3,BOTH_SOURCE_SIGNAL
BOD090,LOCATION,70.0,14.3,20.9,7.1,BOTH_SOURCE_SIGNAL
BOD090,FACILITIES,30.0,33.3,14.9,10.0,BOTH_SOURCE_SIGNAL
BOD090,NOISE,30.0,66.7,10.4,14.3,BOTH_SOURCE_SIGNAL
BOD090,FAMILY_KIDS,0.0,,3.0,0.0,LOW_SUPPORT
BOD090,ANIMATION_ENTERTAINMENT,0.0,,3.0,0.0,LOW_SUPPORT
BOD090,CHECKIN_CHECKOUT,20.0,50.0,4.5,33.3,TRIP_ONLY_SIGNAL
BOD090,RESERVATION,10.0,0.0,6.0,25.0,TRIP_ONLY_SIGNAL
BOD090,REFUND_PAYMENT,20.0,0.0,1.5,0.0,LOW_SUPPORT
BOD090,TRANSPORT_TRANSFER,0.0,,1.5,0.0,LOW_SUPPORT
BOD090,MANAGEMENT,0.0,,7.5,40.0,TRIP_ONLY_SIGNAL
BOD090,BAR_DRINKS,40.0,25.0,11.9,12.5,BOTH_SOURCE_SIGNAL
BOD090,WIFI,0.0,,4.5,0.0,TRIP_ONLY_SIGNAL
BOD095,STAFF,80.0,12.5,1.7,0.0,GOOGLE_ONLY_SIGNAL
BOD095,CLEANLINESS,50.0,0.0,1.7,0.0,GOOGLE_ONLY_SIGNAL
BOD095,FOOD,70.0,0.0,1.7,0.0,GOOGLE_ONLY_SIGNAL
BOD095,ROOM,70.0,14.3,3.4,0.0,GOOGLE_ONLY_SIGNAL
BOD095,BED_COMFORT,20.0,0.0,0.0,,LOW_SUPPORT
BOD095,BEACH_SEA,60.0,0.0,1.7,0.0,GOOGLE_ONLY_SIGNAL
BOD095,POOL,10.0,0.0,0.0,,LOW_SUPPORT
BOD095,SERVICE,40.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD095,PRICE_VALUE,30.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD095,LOCATION,80.0,12.5,3.4,0.0,GOOGLE_ONLY_SIGNAL
BOD095,FACILITIES,0.0,,19.0,0.0,TRIP_ONLY_SIGNAL
BOD095,FAMILY_KIDS,10.0,0.0,0.0,,LOW_SUPPORT
BOD095,ANIMATION_ENTERTAINMENT,0.0,,1.7,0.0,LOW_SUPPORT
BOD095,CHECKIN_CHECKOUT,40.0,50.0,1.7,100.0,GOOGLE_ONLY_SIGNAL
BOD095,RESERVATION,0.0,,3.4,50.0,LOW_SUPPORT
BOD095,MANAGEMENT,10.0,100.0,0.0,,LOW_SUPPORT
BOD095,COMMUNICATION,10.0,0.0,0.0,,LOW_SUPPORT
BOD095,BAR_DRINKS,30.0,0.0,5.2,33.3,BOTH_SOURCE_SIGNAL
BOD095,WIFI,0.0,,1.7,0.0,LOW_SUPPORT
BOD096,STAFF,50.0,0.0,40.7,0.0,BOTH_SOURCE_SIGNAL
BOD096,CLEANLINESS,70.0,0.0,33.3,0.0,BOTH_SOURCE_SIGNAL
BOD096,FOOD,20.0,0.0,33.3,0.0,TRIP_ONLY_SIGNAL
BOD096,ROOM,60.0,0.0,33.3,0.0,BOTH_SOURCE_SIGNAL
BOD096,BED_COMFORT,10.0,0.0,11.1,0.0,TRIP_ONLY_SIGNAL
BOD096,BEACH_SEA,30.0,0.0,33.3,0.0,BOTH_SOURCE_SIGNAL
BOD096,POOL,10.0,0.0,11.1,0.0,TRIP_ONLY_SIGNAL
BOD096,SERVICE,40.0,0.0,22.2,0.0,BOTH_SOURCE_SIGNAL
BOD096,PRICE_VALUE,10.0,0.0,0.0,,LOW_SUPPORT
BOD096,LOCATION,50.0,0.0,29.6,0.0,BOTH_SOURCE_SIGNAL
BOD096,FACILITIES,0.0,,14.8,0.0,TRIP_ONLY_SIGNAL
BOD096,NOISE,10.0,0.0,11.1,0.0,TRIP_ONLY_SIGNAL
BOD096,FAMILY_KIDS,30.0,0.0,14.8,0.0,BOTH_SOURCE_SIGNAL
BOD096,RESERVATION,10.0,0.0,3.7,0.0,LOW_SUPPORT
BOD096,MANAGEMENT,10.0,0.0,25.9,0.0,TRIP_ONLY_SIGNAL
BOD096,COMMUNICATION,0.0,,3.7,0.0,LOW_SUPPORT
BOD096,BAR_DRINKS,0.0,,3.7,0.0,LOW_SUPPORT
BOD106,STAFF,81.8,11.1,0.0,,GOOGLE_ONLY_SIGNAL
BOD106,CLEANLINESS,54.5,16.7,0.0,,GOOGLE_ONLY_SIGNAL
BOD106,HYGIENE,9.1,0.0,0.0,,LOW_SUPPORT
BOD106,FOOD,72.7,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD106,ROOM,90.9,10.0,3.5,0.0,GOOGLE_ONLY_SIGNAL
BOD106,BED_COMFORT,27.3,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD106,BEACH_SEA,72.7,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD106,POOL,27.3,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD106,SERVICE,54.5,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD106,PRICE_VALUE,36.4,0.0,3.5,0.0,GOOGLE_ONLY_SIGNAL
BOD106,LOCATION,54.5,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD106,FACILITIES,72.7,0.0,8.8,0.0,BOTH_SOURCE_SIGNAL
BOD106,NOISE,36.4,0.0,5.3,0.0,BOTH_SOURCE_SIGNAL
BOD106,FAMILY_KIDS,18.2,0.0,1.8,0.0,LOW_SUPPORT
BOD106,ANIMATION_ENTERTAINMENT,27.3,0.0,7.0,0.0,BOTH_SOURCE_SIGNAL
BOD106,CHECKIN_CHECKOUT,36.4,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD106,RESERVATION,27.3,0.0,7.0,0.0,BOTH_SOURCE_SIGNAL
BOD106,REFUND_PAYMENT,27.3,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD106,MANAGEMENT,9.1,0.0,0.0,,LOW_SUPPORT
BOD106,COMMUNICATION,9.1,0.0,0.0,,LOW_SUPPORT
BOD106,BAR_DRINKS,45.5,0.0,19.3,0.0,BOTH_SOURCE_SIGNAL
BOD106,WIFI,0.0,,1.8,0.0,LOW_SUPPORT
BOD107,STAFF,50.0,20.0,13.6,16.7,BOTH_SOURCE_SIGNAL
BOD107,CLEANLINESS,50.0,20.0,11.4,0.0,BOTH_SOURCE_SIGNAL
BOD107,FOOD,40.0,25.0,11.4,20.0,BOTH_SOURCE_SIGNAL
BOD107,ROOM,70.0,14.3,20.5,11.1,BOTH_SOURCE_SIGNAL
BOD107,BED_COMFORT,0.0,,6.8,0.0,TRIP_ONLY_SIGNAL
BOD107,BEACH_SEA,50.0,20.0,6.8,0.0,BOTH_SOURCE_SIGNAL
BOD107,POOL,20.0,0.0,2.3,0.0,LOW_SUPPORT
BOD107,SERVICE,40.0,25.0,4.5,0.0,GOOGLE_ONLY_SIGNAL
BOD107,PRICE_VALUE,10.0,100.0,0.0,,LOW_SUPPORT
BOD107,LOCATION,40.0,25.0,15.9,0.0,BOTH_SOURCE_SIGNAL
BOD107,FACILITIES,40.0,25.0,15.9,14.3,BOTH_SOURCE_SIGNAL
BOD107,NOISE,30.0,33.3,9.1,50.0,BOTH_SOURCE_SIGNAL
BOD107,ANIMATION_ENTERTAINMENT,0.0,,2.3,0.0,LOW_SUPPORT
BOD107,CHECKIN_CHECKOUT,0.0,,6.8,66.7,TRIP_ONLY_SIGNAL
BOD107,RESERVATION,10.0,100.0,2.3,100.0,LOW_SUPPORT
BOD107,REFUND_PAYMENT,0.0,,2.3,0.0,LOW_SUPPORT
BOD107,MANAGEMENT,20.0,50.0,0.0,,LOW_SUPPORT
BOD107,BAR_DRINKS,10.0,100.0,2.3,0.0,LOW_SUPPORT
BOD108,STAFF,60.0,33.3,2.4,0.0,GOOGLE_ONLY_SIGNAL
BOD108,CLEANLINESS,40.0,25.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD108,FOOD,80.0,37.5,0.0,,GOOGLE_ONLY_SIGNAL
BOD108,ROOM,80.0,37.5,4.9,0.0,GOOGLE_ONLY_SIGNAL
BOD108,BED_COMFORT,20.0,50.0,0.0,,LOW_SUPPORT
BOD108,BEACH_SEA,80.0,25.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD108,SERVICE,60.0,50.0,2.4,0.0,GOOGLE_ONLY_SIGNAL
BOD108,PRICE_VALUE,60.0,50.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD108,LOCATION,40.0,25.0,2.4,0.0,GOOGLE_ONLY_SIGNAL
BOD108,FACILITIES,30.0,33.3,9.8,0.0,BOTH_SOURCE_SIGNAL
BOD108,NOISE,40.0,50.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD108,FAMILY_KIDS,20.0,0.0,2.4,0.0,LOW_SUPPORT
BOD108,ANIMATION_ENTERTAINMENT,20.0,50.0,0.0,,LOW_SUPPORT
BOD108,CHECKIN_CHECKOUT,10.0,0.0,4.9,50.0,LOW_SUPPORT
BOD108,RESERVATION,40.0,50.0,7.3,0.0,BOTH_SOURCE_SIGNAL
BOD108,REFUND_PAYMENT,10.0,100.0,0.0,,LOW_SUPPORT
BOD108,MANAGEMENT,10.0,100.0,0.0,,LOW_SUPPORT
BOD108,COMMUNICATION,10.0,0.0,0.0,,LOW_SUPPORT
BOD108,BAR_DRINKS,30.0,33.3,7.3,0.0,BOTH_SOURCE_SIGNAL
BOD111,STAFF,66.7,20.0,55.6,20.0,BOTH_SOURCE_SIGNAL
BOD111,CLEANLINESS,56.7,17.6,55.6,20.0,BOTH_SOURCE_SIGNAL
BOD111,HYGIENE,3.3,100.0,0.0,,LOW_SUPPORT
BOD111,FOOD,76.7,17.4,44.4,0.0,BOTH_SOURCE_SIGNAL
BOD111,ROOM,50.0,26.7,44.4,25.0,BOTH_SOURCE_SIGNAL
BOD111,BED_COMFORT,10.0,33.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD111,BEACH_SEA,43.3,23.1,33.3,0.0,BOTH_SOURCE_SIGNAL
BOD111,POOL,3.3,0.0,0.0,,LOW_SUPPORT
BOD111,SERVICE,16.7,60.0,22.2,0.0,GOOGLE_ONLY_SIGNAL
BOD111,PRICE_VALUE,23.3,42.9,0.0,,GOOGLE_ONLY_SIGNAL
BOD111,LOCATION,40.0,16.7,33.3,0.0,BOTH_SOURCE_SIGNAL
BOD111,NOISE,26.7,50.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD111,FAMILY_KIDS,6.7,0.0,11.1,0.0,LOW_SUPPORT
BOD111,ANIMATION_ENTERTAINMENT,3.3,0.0,11.1,0.0,LOW_SUPPORT
BOD111,CHECKIN_CHECKOUT,6.7,100.0,11.1,100.0,LOW_SUPPORT
BOD111,RESERVATION,16.7,80.0,11.1,100.0,GOOGLE_ONLY_SIGNAL
BOD111,REFUND_PAYMENT,6.7,50.0,11.1,100.0,LOW_SUPPORT
BOD111,MANAGEMENT,13.3,50.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD111,BAR_DRINKS,16.7,20.0,33.3,33.3,BOTH_SOURCE_SIGNAL
BOD111,WIFI,3.3,0.0,0.0,,LOW_SUPPORT
BOD120,STAFF,50.0,40.0,12.8,20.0,BOTH_SOURCE_SIGNAL
BOD120,CLEANLINESS,60.0,33.3,33.3,15.4,BOTH_SOURCE_SIGNAL
BOD120,HYGIENE,10.0,100.0,0.0,,LOW_SUPPORT
BOD120,FOOD,70.0,28.6,20.5,12.5,BOTH_SOURCE_SIGNAL
BOD120,ROOM,70.0,42.9,25.6,20.0,BOTH_SOURCE_SIGNAL
BOD120,BED_COMFORT,30.0,33.3,2.6,0.0,GOOGLE_ONLY_SIGNAL
BOD120,BEACH_SEA,50.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD120,POOL,60.0,16.7,10.3,25.0,BOTH_SOURCE_SIGNAL
BOD120,SERVICE,20.0,50.0,10.3,25.0,TRIP_ONLY_SIGNAL
BOD120,PRICE_VALUE,10.0,0.0,7.7,0.0,TRIP_ONLY_SIGNAL
BOD120,LOCATION,40.0,0.0,2.6,0.0,GOOGLE_ONLY_SIGNAL
BOD120,FACILITIES,30.0,33.3,20.5,25.0,BOTH_SOURCE_SIGNAL
BOD120,NOISE,30.0,33.3,17.9,28.6,BOTH_SOURCE_SIGNAL
BOD120,FAMILY_KIDS,10.0,100.0,2.6,0.0,LOW_SUPPORT
BOD120,CHECKIN_CHECKOUT,0.0,,5.1,0.0,LOW_SUPPORT
BOD120,RESERVATION,20.0,50.0,2.6,0.0,LOW_SUPPORT
BOD120,REFUND_PAYMENT,20.0,100.0,0.0,,LOW_SUPPORT
BOD120,COMMUNICATION,10.0,100.0,2.6,100.0,LOW_SUPPORT
BOD120,BAR_DRINKS,30.0,33.3,7.7,0.0,BOTH_SOURCE_SIGNAL
BOD120,WIFI,0.0,,5.1,100.0,LOW_SUPPORT
BOD122,STAFF,50.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD122,CLEANLINESS,60.0,16.7,0.0,,GOOGLE_ONLY_SIGNAL
BOD122,FOOD,100.0,10.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD122,ROOM,60.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD122,BED_COMFORT,50.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD122,BEACH_SEA,70.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD122,SERVICE,10.0,0.0,0.0,,LOW_SUPPORT
BOD122,PRICE_VALUE,20.0,0.0,0.0,,LOW_SUPPORT
BOD122,LOCATION,20.0,0.0,0.0,,LOW_SUPPORT
BOD122,FACILITIES,20.0,0.0,0.0,,LOW_SUPPORT
BOD122,FAMILY_KIDS,20.0,0.0,0.0,,LOW_SUPPORT
BOD122,RESERVATION,0.0,,9.1,0.0,LOW_SUPPORT
BOD122,MANAGEMENT,10.0,0.0,0.0,,LOW_SUPPORT
BOD122,BAR_DRINKS,30.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD126,STAFF,80.0,0.0,18.5,0.0,BOTH_SOURCE_SIGNAL
BOD126,CLEANLINESS,80.0,0.0,18.5,0.0,BOTH_SOURCE_SIGNAL
BOD126,FOOD,80.0,12.5,29.6,0.0,BOTH_SOURCE_SIGNAL
BOD126,ROOM,70.0,14.3,22.2,0.0,BOTH_SOURCE_SIGNAL
BOD126,BED_COMFORT,30.0,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD126,BEACH_SEA,60.0,16.7,29.6,0.0,BOTH_SOURCE_SIGNAL
BOD126,POOL,10.0,0.0,0.0,,LOW_SUPPORT
BOD126,SERVICE,20.0,50.0,18.5,0.0,TRIP_ONLY_SIGNAL
BOD126,PRICE_VALUE,30.0,0.0,11.1,0.0,BOTH_SOURCE_SIGNAL
BOD126,LOCATION,30.0,33.3,7.4,0.0,GOOGLE_ONLY_SIGNAL
BOD126,FACILITIES,40.0,25.0,3.7,0.0,GOOGLE_ONLY_SIGNAL
BOD126,NOISE,10.0,0.0,7.4,0.0,LOW_SUPPORT
BOD126,FAMILY_KIDS,50.0,20.0,3.7,0.0,GOOGLE_ONLY_SIGNAL
BOD126,CHECKIN_CHECKOUT,30.0,33.3,3.7,0.0,GOOGLE_ONLY_SIGNAL
BOD126,MANAGEMENT,10.0,0.0,0.0,,LOW_SUPPORT
BOD126,BAR_DRINKS,50.0,0.0,22.2,0.0,BOTH_SOURCE_SIGNAL
BOD128,STAFF,62.1,0.0,48.0,0.0,BOTH_SOURCE_SIGNAL
BOD128,CLEANLINESS,64.4,1.8,32.0,0.0,BOTH_SOURCE_SIGNAL
BOD128,HYGIENE,5.7,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD128,FOOD,59.8,1.9,36.0,0.0,BOTH_SOURCE_SIGNAL
BOD128,ROOM,63.2,0.0,32.0,0.0,BOTH_SOURCE_SIGNAL
BOD128,BED_COMFORT,25.3,4.5,12.0,0.0,BOTH_SOURCE_SIGNAL
BOD128,BEACH_SEA,57.5,2.0,40.0,0.0,BOTH_SOURCE_SIGNAL
BOD128,POOL,12.6,0.0,12.0,0.0,BOTH_SOURCE_SIGNAL
BOD128,SERVICE,14.9,7.7,8.0,0.0,GOOGLE_ONLY_SIGNAL
BOD128,PRICE_VALUE,16.1,0.0,16.0,0.0,BOTH_SOURCE_SIGNAL
BOD128,LOCATION,34.5,0.0,16.0,0.0,BOTH_SOURCE_SIGNAL
BOD128,FACILITIES,19.5,5.9,12.0,0.0,BOTH_SOURCE_SIGNAL
BOD128,NOISE,18.4,6.2,12.0,0.0,BOTH_SOURCE_SIGNAL
BOD128,FAMILY_KIDS,25.3,0.0,20.0,0.0,BOTH_SOURCE_SIGNAL
BOD128,ANIMATION_ENTERTAINMENT,1.1,0.0,0.0,,LOW_SUPPORT
BOD128,AIR_CONDITIONING,4.6,0.0,4.0,0.0,GOOGLE_ONLY_SIGNAL
BOD128,CHECKIN_CHECKOUT,8.0,14.3,0.0,,GOOGLE_ONLY_SIGNAL
BOD128,RESERVATION,4.6,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD128,REFUND_PAYMENT,3.4,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD128,TRANSPORT_TRANSFER,1.1,0.0,0.0,,LOW_SUPPORT
BOD128,MANAGEMENT,14.9,0.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD128,COMMUNICATION,1.1,0.0,0.0,,LOW_SUPPORT
BOD128,BAR_DRINKS,19.5,5.9,24.0,16.7,BOTH_SOURCE_SIGNAL
BOD128,WIFI,1.1,0.0,4.0,0.0,LOW_SUPPORT
BOD130,STAFF,80.0,37.5,2.3,0.0,GOOGLE_ONLY_SIGNAL
BOD130,CLEANLINESS,80.0,37.5,2.3,0.0,GOOGLE_ONLY_SIGNAL
BOD130,HYGIENE,50.0,60.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD130,FOOD,90.0,44.4,0.0,,GOOGLE_ONLY_SIGNAL
BOD130,ROOM,80.0,50.0,4.5,50.0,GOOGLE_ONLY_SIGNAL
BOD130,BED_COMFORT,40.0,25.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD130,BEACH_SEA,100.0,40.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD130,POOL,10.0,0.0,0.0,,LOW_SUPPORT
BOD130,SERVICE,30.0,100.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD130,PRICE_VALUE,40.0,50.0,0.0,,GOOGLE_ONLY_SIGNAL
BOD130,LOCATION,30.0,33.3,2.3,0.0,GOOGLE_ONLY_SIGNAL
BOD130,FACILITIES,20.0,100.0,11.4,0.0,TRIP_ONLY_SIGNAL
BOD130,NOISE,60.0,33.3,4.5,50.0,GOOGLE_ONLY_SIGNAL
BOD130,FAMILY_KIDS,20.0,0.0,0.0,,LOW_SUPPORT
BOD130,ANIMATION_ENTERTAINMENT,30.0,0.0,11.4,60.0,BOTH_SOURCE_SIGNAL
BOD130,CHECKIN_CHECKOUT,10.0,0.0,4.5,100.0,LOW_SUPPORT
BOD130,RESERVATION,30.0,100.0,15.9,42.9,BOTH_SOURCE_SIGNAL
BOD130,REFUND_PAYMENT,10.0,100.0,0.0,,LOW_SUPPORT
BOD130,MANAGEMENT,20.0,0.0,0.0,,LOW_SUPPORT
BOD130,COMMUNICATION,10.0,100.0,0.0,,LOW_SUPPORT
BOD130,BAR_DRINKS,60.0,50.0,31.8,21.4,BOTH_SOURCE_SIGNAL
