hotel_id,hotel_name,area,platform,source_url,detected_name,status,rows_added,started_at,finished_at,last_error
BOD012,Selectum Collection Bodrum,Akyarlar,policies_trip,https://www.trip.com/hotels/bodrum-hotel-detail-7877878/selectum-collection-bodrum/,,SKIPPED_RESUME,0,2026-08-26T17:22:33Z,2026-08-26T17:22:33Z,
BOD013,"Sentido Bellazure - Akyarlar, Bodrum / Turkey",Akyarlar,policies_trip,https://uk.trip.com/hotels/bodrum-hotel-detail-10720331/sentido-bellazure-all-inclusive/,,SKIPPED_RESUME,0,2026-08-26T17:22:33Z,2026-08-26T17:22:33Z,
BOD014,Suum Bodrum Hotel & Beach,Akyarlar,policies_trip,https://us.trip.com/hotels/bodrum-hotel-detail-116725989/suum-bodrum-hotel-beach/,,SKIPPED_RESUME,0,2026-08-26T17:22:33Z,2026-08-26T17:22:33Z,
BOD016,Xanadu Island,Akyarlar,policies_trip,https://www.trip.com/hotels/akyarlar-mahallesi-hotel-detail-17508018/xanadu-island-hotel/,,SKIPPED_RESUME,0,2026-08-26T17:22:33Z,2026-08-26T17:22:33Z,
BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,policies_trip,https://ae.trip.com/hotels/golturkbuku-hotel-detail-17200888/faros-bodrum-ex-villa-kilic-hotel/,Faros Hotel Bodrum - Special Category,PARTIAL,1,2026-08-26T17:22:33Z,2026-08-26T17:22:33Z,"missing fields: cıkıs_saati, hizmet_hayvanları"
BOD055,Lavinya Otel Göltürkbükü,Göltürkbükü,policies_trip,https://www.trip.com/hotels/golturkbuku-hotel-detail-4067437/lavinya-otel/,Lavinya Otel,PARTIAL,1,2026-08-26T17:23:22Z,2026-08-26T17:23:22Z,"missing fields: giris_saati, cıkıs_saati"
BOD056,"Mandarin Oriental, Bodrum",Göltürkbükü,policies_trip,https://www.trip.com/hotels/bodrum-hotel-detail-1661001/mandarin-oriental-bodrum/,,SKIPPED_RESUME,0,2026-08-26T17:24:39Z,2026-08-26T17:24:39Z,
BOD058,Bodrum Beach Resort,Gümbet,policies_trip,https://us.trip.com/hotels/gumbet-hotel-detail-4057730/bodrum-beach-resort/,,SKIPPED_RESUME,0,2026-08-26T17:24:39Z,2026-08-26T17:24:39Z,
BOD059,Bodrum Hotel Baba,Gümbet,policies_trip,https://ae.trip.com/hotels/gumbet-hotel-detail-7138850/hotel-baba-all-inclusive/,Hotel Baba,PARTIAL,1,2026-08-26T17:24:39Z,2026-08-26T17:24:39Z,"missing fields: cıkıs_saati, hizmet_hayvanları"
BOD071,Tropicana Beach Hotel,Gümbet,policies_trip,https://my.trip.com/hotels/gumbet-hotel-detail-3139968/tropicana-beach/,,PAGE_ERROR,0,2026-08-26T17:25:27Z,2026-08-26T17:25:27Z,Message:
BOD072,VERY CHIC BODRUM,Gümbet,policies_trip,https://uk.trip.com/hotels/bodrum-hotel-detail-3448155/very-chic-bodrum-adult-only/,Very Chic Bodrum Adult Only,PARTIAL,1,2026-08-26T17:26:03Z,2026-08-26T17:26:03Z,"missing fields: cıkıs_saati, bebek_ve_ek_yatak, kahvalti"
BOD073,Arriba Apartment & Restaurant & Bungalows,Gümüşlük,policies_trip,https://www.trip.com/hotels/gumusluk-hotel-detail-96123030/arriba-apart-bungalow-restaurant/,Arriba Apart Bungalow Restaurant,PARTIAL,1,2026-08-26T17:26:51Z,2026-08-26T17:26:51Z,missing fields: hizmet_hayvanları
BOD074,Begonvil Gümüşlük,Gümüşlük,policies_trip,https://www.trip.com/hotels/gumusluk-hotel-detail-127410335/begonvil-gmlk/,,SKIPPED_RESUME,0,2026-08-26T17:27:07Z,2026-08-26T17:27:07Z,
BOD076,Gümüşlük No3,Gümüşlük,policies_trip,https://www.trip.com/hotels/gumusluk-hotel-detail-109836085/gumusluk-no3/,,SKIPPED_RESUME,0,2026-08-26T17:27:07Z,2026-08-26T17:27:07Z,
BOD078,Liman Hotel Gümüslük (Adult only),Gümüşlük,policies_trip,https://www.trip.com/hotels/bodrum-hotel-detail-79101381/liman-hotel-gmslk-adult-only/,,SKIPPED_RESUME,0,2026-08-26T17:27:07Z,2026-08-26T17:27:07Z,
BOD002,Armonia Holiday Village & Spa,Akyarlar,trip,https://www.trip.com/hotels/bodrum-hotel-detail-3448104/armonia-holiday-village-and-spa-all-inclusive/,Armonia Holiday Village & Spa,VALID_ENTITY,0,2026-08-26T22:16:50Z,2026-08-26T22:16:50Z,
BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,trip,https://www.trip.com/hotels/detail/?hotelId=106791418,Aspat Hotel Bodrum - Beach Restaurant,VALID_ENTITY,0,2026-08-26T22:16:59Z,2026-08-26T22:16:59Z,
BOD004,Bendis Beach Hotel,Akyarlar,trip,https://www.trip.com/hotels/akyarlar-mahallesi-hotel-detail-4416296/bendis-beach-hotel/,Bendis Beach Hotel,VALID_ENTITY,0,2026-08-26T22:17:10Z,2026-08-26T22:17:10Z,
BOD007,Kefaluka Resort,Akyarlar,trip,https://www.trip.com/hotels/bodrum-hotel-detail-9894522/kefaluka-resort-ultra-all-inclusive/,Kefaluka Resort,VALID_ENTITY,0,2026-08-26T22:17:19Z,2026-08-26T22:17:19Z,
BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,trip,https://www.trip.com/hotels/detail/?hotelId=4057611,La Brezza Suite & Hotel,VALID_ENTITY,0,2026-08-26T22:17:27Z,2026-08-26T22:17:27Z,
BOD010,Mare Garden Hotel,Akyarlar,trip,https://us.trip.com/hotels/bodrum-hotel-detail-60107472/mare-garden-hotel/,Mare Garden Hotel,VALID_ENTITY,0,2026-08-26T22:17:39Z,2026-08-26T22:17:39Z,
BOD011,"Radisson Collection Hotel, Bodrum",Akyarlar,trip,https://uk.trip.com/hotels/bodrum-hotel-detail-75487192/radisson-collection-hotel-bodrum/,"Radisson Collection Hotel, Bodrum",VALID_ENTITY,0,2026-08-26T22:17:49Z,2026-08-26T22:17:49Z,
BOD012,Selectum Collection Bodrum,Akyarlar,trip,https://www.trip.com/hotels/bodrum-hotel-detail-7877878/selectum-collection-bodrum/,Selectum Collection Bodrum,VALID_ENTITY,0,2026-08-26T22:18:01Z,2026-08-26T22:18:01Z,
BOD013,"Sentido Bellazure - Akyarlar, Bodrum / Turkey",Akyarlar,trip,https://uk.trip.com/hotels/bodrum-hotel-detail-10720331/sentido-bellazure-all-inclusive/,Bellazure Hotel,VALID_ENTITY,0,2026-08-26T22:18:10Z,2026-08-26T22:18:10Z,
BOD014,Suum Bodrum Hotel & Beach,Akyarlar,trip,https://us.trip.com/hotels/bodrum-hotel-detail-116725989/suum-bodrum-hotel-beach/,SUUM BODRUM HOTEL & BEACH,VALID_ENTITY,0,2026-08-26T22:18:19Z,2026-08-26T22:18:19Z,
BOD016,Xanadu Island,Akyarlar,trip,https://www.trip.com/hotels/akyarlar-mahallesi-hotel-detail-17508018/xanadu-island-hotel/,Xanadu Island,VALID_ENTITY,0,2026-08-26T22:18:30Z,2026-08-26T22:18:30Z,
BOD017,Ambrosia Otel Beach & Spa,Bitez,trip,https://www.trip.com/hotels/detail/?hotelId=3448116,Ambrosia Hotel Beach & Spa,NAME_REVIEW_REQUIRED,0,2026-08-26T22:18:39Z,2026-08-26T22:18:39Z,
BOD020,Bitez Risa Hotel,Bitez,trip,https://www.trip.com/hotels/detail/?hotelId=3457591,Bitez Risa Hotel,VALID_ENTITY,0,2026-08-26T22:18:50Z,2026-08-26T22:18:50Z,
BOD021,"Caresse, a Luxury Collection Resort & Spa, Bodrum",Bitez,trip,https://www.trip.com/hotels/detail/?hotelId=3799303,"Caresse, a Luxury Collection Resort & Spa, Bodrum",VALID_ENTITY,0,2026-08-26T22:18:59Z,2026-08-26T22:18:59Z,
BOD025,Halikarya Hotel & Restaurant Beach,Bitez,trip,https://www.trip.com/hotels/detail/?hotelId=133162789,Halikarya Hotel & Restaurant Beach,VALID_ENTITY,0,2026-08-26T22:19:07Z,2026-08-26T22:19:07Z,
BOD029,Mumu Bodrum Hotel,Bitez,trip,https://www.trip.com/hotels/detail/?hotelId=119015660,Mumu Bodrum Hotel,VALID_ENTITY,0,2026-08-26T22:19:15Z,2026-08-26T22:19:15Z,
BOD031,Okaliptus Otel,Bitez,trip,https://www.trip.com/hotels/detail/?hotelId=5420290,Okaliptus Otel,VALID_ENTITY,0,2026-08-26T22:19:24Z,2026-08-26T22:19:24Z,
BOD033,Ramada Resort by Wyndham Bodrum,Bitez,trip,https://www.trip.com/hotels/detail/?hotelId=2504739,Ramada Resort by Wyndham Bodrum,VALID_ENTITY,0,2026-08-26T22:19:32Z,2026-08-26T22:19:32Z,
BOD036,Bodrium Hotel & SPA,Bodrum Merkez,trip,https://www.trip.com/hotels/detail/?hotelId=3053057,Bodrium Hotel & Spa,VALID_ENTITY,0,2026-08-26T22:19:41Z,2026-08-26T22:19:41Z,
BOD041,La Quinta by Wyndham Bodrum,Bodrum Merkez,trip,https://www.trip.com/hotels/detail/?hotelId=3112073,La Quinta by Wyndham Bodrum,VALID_ENTITY,0,2026-08-26T22:19:49Z,2026-08-26T22:19:49Z,
BOD043,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,trip,https://www.trip.com/hotels/detail/?hotelId=9664001,METT Hotel & Beach Resort Bodrum,VALID_ENTITY,0,2026-08-26T22:19:58Z,2026-08-26T22:19:58Z,
BOD045,Salmakis Resort & Spa,Bodrum Merkez,trip,https://www.trip.com/hotels/detail/?hotelId=2564875,Salmakis Resort & Spa,VALID_ENTITY,0,2026-08-26T22:20:09Z,2026-08-26T22:20:09Z,
BOD048,Babana Hotel,Göltürkbükü,trip,https://www.trip.com/hotels/detail/?hotelId=3444382,Babana Hotel,VALID_ENTITY,0,2026-08-26T22:20:18Z,2026-08-26T22:20:18Z,
BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,trip,https://ae.trip.com/hotels/golturkbuku-hotel-detail-17200888/faros-bodrum-ex-villa-kilic-hotel/,Faros Hotel Bodrum - Special Category,VALID_ENTITY,0,2026-08-26T22:20:27Z,2026-08-26T22:20:27Z,
BOD055,Lavinya Otel Göltürkbükü,Göltürkbükü,trip,https://www.trip.com/hotels/golturkbuku-hotel-detail-4067437/lavinya-otel/,Lavinya Otel,VALID_ENTITY,0,2026-08-26T22:20:38Z,2026-08-26T22:20:38Z,
BOD056,"Mandarin Oriental, Bodrum",Göltürkbükü,trip,https://www.trip.com/hotels/bodrum-hotel-detail-1661001/mandarin-oriental-bodrum/,"Mandarin Oriental, Bodrum",VALID_ENTITY,0,2026-08-26T22:20:46Z,2026-08-26T22:20:46Z,
BOD058,Bodrum Beach Resort,Gümbet,trip,https://us.trip.com/hotels/gumbet-hotel-detail-4057730/bodrum-beach-resort/,Bodrum Beach Resort,VALID_ENTITY,0,2026-08-26T22:20:57Z,2026-08-26T22:20:57Z,
BOD059,Bodrum Hotel Baba,Gümbet,trip,https://ae.trip.com/hotels/gumbet-hotel-detail-7138850/hotel-baba-all-inclusive/,Hotel Baba,VALID_ENTITY,0,2026-08-26T22:21:08Z,2026-08-26T22:21:08Z,
BOD060,Club Shark Hotel,Gümbet,trip,https://www.trip.com/hotels/detail/?hotelId=3110682,Club Shark Hotel,VALID_ENTITY,0,2026-08-26T22:21:19Z,2026-08-26T22:21:19Z,
BOD061,Gümbet Anıl Beach,Gümbet,trip,https://www.trip.com/hotels/detail/?hotelId=3139941,Gumbet Anil Beach,VALID_ENTITY,0,2026-08-26T22:21:30Z,2026-08-26T22:21:30Z,
BOD064,Jasmin Elite Residence & Spa,Gümbet,trip,https://www.trip.com/hotels/detail/?hotelId=10734986,Jasmin Elite Residence & Spa,VALID_ENTITY,0,2026-08-26T22:21:38Z,2026-08-26T22:21:38Z,
BOD065,Mirada Exclusive Bodrum,Gümbet,trip,https://www.trip.com/hotels/detail/?hotelId=96677392,Mirada Exclusive Bodrum,VALID_ENTITY,0,2026-08-26T22:21:49Z,2026-08-26T22:21:49Z,
BOD066,Royal Asarlik Beach Hotel & Spa,Gümbet,trip,https://www.trip.com/hotels/detail/?hotelId=4373993,Royal Asarlik Beach Hotel,NAME_REVIEW_REQUIRED,0,2026-08-26T22:22:01Z,2026-08-26T22:22:01Z,
BOD068,Selectum Colours Bodrum,Gümbet,trip,https://www.trip.com/hotels/detail/?hotelId=10718129,Selectum Colours Bodrum,VALID_ENTITY,0,2026-08-26T22:22:12Z,2026-08-26T22:22:12Z,
BOD071,Tropicana Beach Hotel,Gümbet,trip,https://my.trip.com/hotels/gumbet-hotel-detail-3139968/tropicana-beach/,Tropicana Beach,NAME_REVIEW_REQUIRED,0,2026-08-26T22:22:22Z,2026-08-26T22:22:22Z,
BOD072,VERY CHIC BODRUM,Gümbet,trip,https://uk.trip.com/hotels/bodrum-hotel-detail-3448155/very-chic-bodrum-adult-only/,Very Chic Bodrum Adult Only,VALID_ENTITY,0,2026-08-26T22:22:31Z,2026-08-26T22:22:31Z,
BOD073,Arriba Apartment & Restaurant & Bungalows,Gümüşlük,trip,https://www.trip.com/hotels/gumusluk-hotel-detail-96123030/arriba-apart-bungalow-restaurant/,Arriba Apart Bungalow Restaurant,VALID_ENTITY,0,2026-08-26T22:22:41Z,2026-08-26T22:22:41Z,
BOD074,Begonvil Gümüşlük,Gümüşlük,trip,https://www.trip.com/hotels/gumusluk-hotel-detail-127410335/begonvil-gmlk/,BEGONVİL GÜMÜŞLÜK,VALID_ENTITY,0,2026-08-26T22:22:52Z,2026-08-26T22:22:52Z,
BOD076,Gümüşlük No3,Gümüşlük,trip,https://www.trip.com/hotels/gumusluk-hotel-detail-109836085/gumusluk-no3/,Gumusluk No3,VALID_ENTITY,0,2026-08-26T22:23:01Z,2026-08-26T22:23:01Z,
BOD078,Liman Hotel Gümüslük (Adult only),Gümüşlük,trip,https://www.trip.com/hotels/bodrum-hotel-detail-79101381/liman-hotel-gmslk-adult-only/,Liman Hotel Gümüslük - Adult Only,VALID_ENTITY,0,2026-08-26T22:23:09Z,2026-08-26T22:23:09Z,
BOD081,Oda Bodrum Gümüşlük,Gümüşlük,trip,https://www.trip.com/hotels/detail/?hotelId=45808524,Oda Bodrum Gümüşlük,VALID_ENTITY,0,2026-08-26T22:23:18Z,2026-08-26T22:23:18Z,
BOD082,Otel Gümüşlük,Gümüşlük,trip,https://www.trip.com/hotels/detail/?hotelId=10621542,Hotel Gumusluk,NAME_REVIEW_REQUIRED,0,2026-08-26T22:23:28Z,2026-08-26T22:23:28Z,
BOD085,Paradise Gümüşlük,Gümüşlük,trip,https://www.trip.com/hotels/detail/?hotelId=47296921,Paradise Gumusluk,VALID_ENTITY,0,2026-08-26T22:23:39Z,2026-08-26T22:23:39Z,
BOD086,Vega Aparts,Gümüşlük,trip,https://www.trip.com/hotels/detail/?hotelId=6158557,Vega Aparts,VALID_ENTITY,0,2026-08-26T22:23:48Z,2026-08-26T22:23:48Z,
BOD088,Baia Bodrum Hotel,Gündoğan,trip,https://www.trip.com/hotels/detail/?hotelId=4389371,Baia Bodrum Hotel,VALID_ENTITY,0,2026-08-26T22:23:58Z,2026-08-26T22:23:58Z,
BOD089,Cape Bodrum Luxury Hotel & Beach,Gündoğan,trip,https://www.trip.com/hotels/detail/?hotelId=4046304,Cape Bodrum Luxury Hotel & Beach,VALID_ENTITY,0,2026-08-26T22:24:09Z,2026-08-26T22:24:09Z,
BOD090,Costa Farilya Special Class Hotel Bodrum,Gündoğan,trip,https://www.trip.com/hotels/detail/?hotelId=3451304,Costa Farilya Special Class Hotel Bodrum,VALID_ENTITY,0,2026-08-26T22:24:18Z,2026-08-26T22:24:18Z,
BOD091,Gündoğan Suites,Gündoğan,trip,https://www.trip.com/hotels/detail/?hotelId=119308463,Gündoğan Suites,VALID_ENTITY,0,2026-08-26T22:24:26Z,2026-08-26T22:24:26Z,
BOD095,Mivara Luxury Bodrum,Gündoğan,trip,https://www.trip.com/hotels/detail/?hotelId=5943823,Mivara Luxury Bodrum,VALID_ENTITY,0,2026-08-26T22:24:35Z,2026-08-26T22:24:35Z,
BOD096,Olira Boutique Hotel&SPA,Gündoğan,trip,https://www.trip.com/hotels/detail/?hotelId=4057640,Olira Boutique Hotel&Spa,VALID_ENTITY,0,2026-08-26T22:24:45Z,2026-08-26T22:24:45Z,
BOD097,OLİVE TREE HOTEL,Gündoğan,trip,https://www.trip.com/hotels/detail/?hotelId=1052156,Olive Tree Hotel,VALID_ENTITY,0,2026-08-26T22:24:54Z,2026-08-26T22:24:54Z,
BOD100,Villa Rustica Hotel,Gündoğan,trip,https://www.trip.com/hotels/detail/?hotelId=3802712,Villa Rustica Hotel,VALID_ENTITY,0,2026-08-26T22:25:02Z,2026-08-26T22:25:02Z,
BOD106,La Blanche Island Bodrum,Güvercinlik,trip,https://www.trip.com/hotels/detail/?hotelId=3444509,La Blanche Island Bodrum,VALID_ENTITY,0,2026-08-26T22:25:11Z,2026-08-26T22:25:11Z,
BOD107,Le Méridien Bodrum Beach Resort,Güvercinlik,trip,https://www.trip.com/hotels/detail/?hotelId=9032904,Le Méridien Bodrum Beach Resort,VALID_ENTITY,0,2026-08-26T22:25:19Z,2026-08-26T22:25:19Z,
BOD108,Lujo Hotel Bodrum,Güvercinlik,trip,https://www.trip.com/hotels/detail/?hotelId=21877526,Lujo Hotel Bodrum,VALID_ENTITY,0,2026-08-26T22:25:30Z,2026-08-26T22:25:30Z,
BOD110,Titanic Luxury Collection Bodrum,Güvercinlik,trip,https://www.trip.com/hotels/detail/?hotelId=5798293,Titanic Luxury Collection Bodrum,VALID_ENTITY,0,2026-08-26T22:25:41Z,2026-08-26T22:25:41Z,
BOD111,Zena Hotel Bodrum,Güvercinlik,trip,https://www.trip.com/hotels/detail/?hotelId=3803347,Zena Hotel Bodrum,VALID_ENTITY,0,2026-08-26T22:25:51Z,2026-08-26T22:25:51Z,
BOD112,Azure By Yelken Hotel,Kadıkalesi,trip,https://www.trip.com/hotels/detail/?hotelId=5273989,Azure by Yelken Hotel,VALID_ENTITY,0,2026-08-26T22:26:02Z,2026-08-26T22:26:02Z,
BOD115,Yasmin Bodrum Resort,Kadıkalesi,trip,https://www.trip.com/hotels/detail/?hotelId=3443397,Yasmin Bodrum Resort,VALID_ENTITY,0,2026-08-26T22:26:13Z,2026-08-26T22:26:13Z,
BOD118,Amfora Hotel,Ortakent-Yahşi,trip,https://www.trip.com/hotels/detail/?hotelId=9921726,Amfora Hotel,VALID_ENTITY,0,2026-08-26T22:26:21Z,2026-08-26T22:26:21Z,
BOD120,Celeste Bella Luxury Hotel & Spa,Ortakent-Yahşi,trip,https://www.trip.com/hotels/detail/?hotelId=97245574,Celeste Bella Luxury Hotel & Spa,VALID_ENTITY,0,2026-08-26T22:26:30Z,2026-08-26T22:26:30Z,
BOD121,Eskiyalı Otel,Ortakent-Yahşi,trip,https://www.trip.com/hotels/detail/?hotelId=112161757,Eskiyali Otel,VALID_ENTITY,0,2026-08-26T22:26:38Z,2026-08-26T22:26:38Z,
BOD122,Florida Otel,Ortakent-Yahşi,trip,https://www.trip.com/hotels/detail/?hotelId=2774346,Florida Hotel,NAME_REVIEW_REQUIRED,0,2026-08-26T22:26:46Z,2026-08-26T22:26:46Z,
BOD124,Irmak Boutique Hotel,Ortakent-Yahşi,trip,https://www.trip.com/hotels/detail/?hotelId=91276298,Irmak Boutique Hotel,VALID_ENTITY,0,2026-08-26T22:26:57Z,2026-08-26T22:26:57Z,
BOD126,Khai Hotel Bodrum,Ortakent-Yahşi,trip,https://www.trip.com/hotels/detail/?hotelId=80934091,Khai Hotel Bodrum,VALID_ENTITY,0,2026-08-26T22:27:09Z,2026-08-26T22:27:09Z,
BOD128,Lugga Boutique Hotel & Beach,Ortakent-Yahşi,trip,https://www.trip.com/hotels/detail/?hotelId=10724805,Lugga Boutique Hotel & Beach,VALID_ENTITY,0,2026-08-26T22:27:20Z,2026-08-26T22:27:20Z,
BOD130,Petunya Beach Resort,Ortakent-Yahşi,trip,https://www.trip.com/hotels/detail/?hotelId=3458968,Petunya Beach Resort,VALID_ENTITY,0,2026-08-26T22:27:28Z,2026-08-26T22:27:28Z,
BOD131,Regia Mare Beach Hotel Bodrum,Ortakent-Yahşi,trip,https://www.trip.com/hotels/detail/?hotelId=9433726,Regia Mare Beach Hotel Bodrum,VALID_ENTITY,0,2026-08-26T22:27:40Z,2026-08-26T22:27:40Z,
BOD134,Yakamoz Otel,Ortakent-Yahşi,trip,https://www.trip.com/hotels/detail/?hotelId=65110826,Yakamoz Otel,VALID_ENTITY,0,2026-08-26T22:27:51Z,2026-08-26T22:27:51Z,
BOD136,Zest Exclusive Hotel and Spa,Ortakent-Yahşi,trip,https://www.trip.com/hotels/detail/?hotelId=3799633,Zest Exclusive Hotel & Spa,NAME_REVIEW_REQUIRED,0,2026-08-26T22:28:01Z,2026-08-26T22:28:01Z,
BOD140,DoubleTree by Hilton Bodrum Işıl Club All-Inclusive Resort,Torba,trip,https://www.trip.com/hotels/detail/?hotelId=3054529,DoubleTree by Hilton Bodrum Isil Club Ultra All Inclusive Resort,NAME_REVIEW_REQUIRED,0,2026-08-26T22:28:12Z,2026-08-26T22:28:12Z,
BOD141,DUJA BODRUM,Torba,trip,https://www.trip.com/hotels/detail/?hotelId=2510330,Duja Bodrum,VALID_ENTITY,0,2026-08-26T22:28:20Z,2026-08-26T22:28:20Z,
BOD144,Mira Suites,Torba,trip,https://www.trip.com/hotels/detail/?hotelId=29994665,Mira Suites,VALID_ENTITY,0,2026-08-26T22:28:31Z,2026-08-26T22:28:31Z,
BOD147,Omar Hotel & Suites,Torba,trip,https://www.trip.com/hotels/detail/?hotelId=7169366,Omar Hotel & Suites,VALID_ENTITY,0,2026-08-26T22:28:40Z,2026-08-26T22:28:40Z,
BOD151,Sarpedor Boutique Hotel & SPA,Torba,trip,https://www.trip.com/hotels/detail/?hotelId=3799376,Sarpedor Boutique Hotel,NAME_REVIEW_REQUIRED,0,2026-08-26T22:28:50Z,2026-08-26T22:28:50Z,
BOD152,"Susona Bodrum, LXR Hotels & Resorts",Torba,trip,https://www.trip.com/hotels/detail/?hotelId=5798277,"Susona Bodrum, LXR Hotels & Resorts",VALID_ENTITY,0,2026-08-26T22:28:59Z,2026-08-26T22:28:59Z,
BOD158,Arin Resort Bodrum,Turgutreis,trip,https://www.trip.com/hotels/detail/?hotelId=3139952,Arin Resort Bodrum,VALID_ENTITY,0,2026-08-26T22:29:09Z,2026-08-26T22:29:09Z,
BOD162,Rammos Managed by Dedeman,Turgutreis,trip,https://www.trip.com/hotels/detail/?hotelId=91593909,Rammos Managed By Dedeman,VALID_ENTITY,0,2026-08-26T22:29:20Z,2026-08-26T22:29:20Z,
BOD165,Caja by Maxx Royal,Türkbükü,trip,https://www.trip.com/hotels/detail/?hotelId=96121165,Caja by Maxx Royal,VALID_ENTITY,0,2026-08-26T22:29:29Z,2026-08-26T22:29:29Z,
BOD167,Elista Hotel & Spa,Türkbükü,trip,https://www.trip.com/hotels/detail/?hotelId=10538097,Elista Hotel & Spa,VALID_ENTITY,0,2026-08-26T22:29:37Z,2026-08-26T22:29:37Z,
BOD170,No:81 Hotel,Türkbükü,trip,https://www.trip.com/hotels/detail/?hotelId=6276090,No81 Hotel,NAME_REVIEW_REQUIRED,0,2026-08-26T22:29:45Z,2026-08-26T22:29:45Z,
BOD172,Ailla Yalıkavak,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=112828271,Ailla Yalikavak,VALID_ENTITY,0,2026-08-26T22:29:57Z,2026-08-26T22:29:57Z,
BOD173,Allium Bodrum Resort & Spa,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=11135278,Allium Bodrum Resort & Spa,VALID_ENTITY,0,2026-08-26T22:30:07Z,2026-08-26T22:30:07Z,
BOD174,Arts Hotel Bodrum Yalıkavak,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=42368994,Arts Hotel Bodrum Yalikavak,VALID_ENTITY,0,2026-08-26T22:30:18Z,2026-08-26T22:30:18Z,
BOD175,Avantgarde Refined Hotel | Yalıkavak,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=3123466,Avantgarde Refined Yalıkavak,NAME_REVIEW_REQUIRED,0,2026-08-26T22:30:27Z,2026-08-26T22:30:27Z,
BOD177,Delta Hotels By Marriott Bodrum,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=6521445,Delta Hotels by Marriott Bodrum,VALID_ENTITY,0,2026-08-26T22:30:38Z,2026-08-26T22:30:38Z,
BOD180,MGallery The Bodrum Hotel Yalıkavak,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=78104128,MGallery the Bodrum Hotel Yalikavak,VALID_ENTITY,0,2026-08-26T22:30:46Z,2026-08-26T22:30:46Z,
BOD181,Palmalife Bodrum Resort & Spa,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=65110502,Palmalife Bodrum Resort & Spa,VALID_ENTITY,0,2026-08-26T22:30:57Z,2026-08-26T22:30:57Z,
BOD183,Ruins Luxury Resort,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=134861180,Ruins Luxury Resort,VALID_ENTITY,0,2026-08-26T22:31:05Z,2026-08-26T22:31:05Z,
BOD184,Sea Palm Otel -YALIKAVAK,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=67104006,Sea Palm Otel Yalıkavak,VALID_ENTITY,0,2026-08-26T22:31:16Z,2026-08-26T22:31:16Z,
BOD186,Sirene Luxury Hotel Bodrum,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=3794461,Sirene Luxury Hotel Bodrum,VALID_ENTITY,0,2026-08-26T22:31:25Z,2026-08-26T22:31:25Z,
BOD187,Spektr Boutique Hotel Yalikavak,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=10742914,Spektr Boutique Hotel Yalikavak,VALID_ENTITY,0,2026-08-26T22:31:35Z,2026-08-26T22:31:35Z,
BOD189,The Bodrum EDITION,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=21867636,The Bodrum EDITION,VALID_ENTITY,0,2026-08-26T22:31:46Z,2026-08-26T22:31:46Z,
BOD190,The Sign Highlight Hotel,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=4061754,The Sign Highlight Hotel,VALID_ENTITY,0,2026-08-26T22:31:57Z,2026-08-26T22:31:57Z,
BOD191,Yalıkavak Marina Hotel by METT Collection,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=3802803,Yalıkavak Marina Hotel by METT Collection,VALID_ENTITY,0,2026-08-26T22:32:08Z,2026-08-26T22:32:08Z,
BOD192,Yalıpark Beach Hotel,Yalıkavak,trip,https://www.trip.com/hotels/detail/?hotelId=9866550,Yalipark Beach Hotel,VALID_ENTITY,0,2026-08-26T22:32:18Z,2026-08-26T22:32:18Z,
BOD002,Armonia Holiday Village & Spa,Akyarlar,trip,https://www.trip.com/hotels/bodrum-hotel-detail-3448104/armonia-holiday-village-and-spa-all-inclusive/,Armonia Holiday Village & Spa,VALID_ENTITY,0,2026-08-26T22:37:17Z,2026-08-26T22:37:17Z,
BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,trip,https://www.trip.com/hotels/detail/?hotelId=106791418,Aspat Hotel Bodrum - Beach Restaurant,VALID_ENTITY,0,2026-08-26T22:37:29Z,2026-08-26T22:37:29Z,
BOD004,Bendis Beach Hotel,Akyarlar,trip,https://www.trip.com/hotels/akyarlar-mahallesi-hotel-detail-4416296/bendis-beach-hotel/,Bendis Beach Hotel,VALID_ENTITY,0,2026-08-26T22:37:40Z,2026-08-26T22:37:40Z,
